token,count,trait,canonical,how,examples
花序為聚繖型頂生或腋生,1,,,UNMAPPED,三腺金絲桃屬
花序為聚繖花序或圓錐花序,1,,,UNMAPPED,水冬瓜屬
花序為葇荑花序或穗狀花序,1,,,UNMAPPED,胡桃科
花序為複繖形頭狀無花盤,1,inflorescence,umbel,rule:infl,蘭嶼千金藤
花序為複繖狀,1,,,UNMAPPED,水虱草
花序為長穗狀,1,,,UNMAPPED,紅蓼
花序為隱頭花序具有特殊結構,1,,,UNMAPPED,榕樹屬
花序為隱頭花序具特殊結構,1,,,UNMAPPED,榕樹屬
花序由1-3個小穗組成,1,,,UNMAPPED,匍伏莞草
花序由2-7個頭狀花序組成或圓錐狀,1,inflorescence,capitulum,rule:infl,刺子莞屬
花序簇狀,1,,,UNMAPPED,枸杞
花序總苞單一莖狀花序假側生單一穗狀,1,,,UNMAPPED,石龍芻屬
花序自枝端伸出,1,,,UNMAPPED,白水木
花序自葉腋伸出,1,,,UNMAPPED,竹莖秋海棠
花序花被筒和花被片均覆蓋毛髮,1,,,UNMAPPED,香楠
花序被毛,1,,,UNMAPPED,石龍芮
花序軸分枝次數不同,1,,,UNMAPPED,獼猴桃科
花序近繖形總苞包裹花朵,1,inflorescence,umbel,rule:infl,大香葉樹
花序通常比水燭短葉也較寬,1,,,UNMAPPED,香蒲
花序頂生或假側生呈頭狀或繖房狀排列,1,inflorescence,capitulum,rule:infl,塊莖藨草屬
花序頂生於側枝,1,,,UNMAPPED,大羅傘
花序頭狀繖形或圓錐狀具葉狀總苞片,1,inflorescence,umbel,rule:infl,莎草屬
花序類型：總狀圓錐花序,1,,,UNMAPPED,尖梅花
花序：聚繖花序分枝成圓錐狀,1,,,UNMAPPED,土人參屬
花形似千日紅,1,,,UNMAPPED,紅龍草
花形似白鶴,1,,,UNMAPPED,白鶴靈芝
花形像鯊魚,1,,,UNMAPPED,鯨魚花
花後萼片向內彎曲,1,,,UNMAPPED,忍冬桑寄生
花後萼片向外彎,1,,,UNMAPPED,杜鵑桑寄生
花徑10-25公分芳香,1,,,UNMAPPED,蓮 (荷)
花托及心皮略被毛,1,,,UNMAPPED,掌葉毛茛
花期近尾聲時葉片變得較為狹小,1,,,UNMAPPED,五蕊水豬母乳(紅莖節節菜)
花朵下唇具波浪狀牙齒狀裂距與下唇等長或稍長,1,,,UNMAPPED,圓葉挖耳草
花朵乳白色基部黃色,1,,,UNMAPPED,白花水龍
花朵以聚繖或圓錐花序形式呈現,1,,,UNMAPPED,水冬瓜屬
花朵兩性雄蕊與花瓣對生,1,leaf_arrangement,opposite,contains:對生,小檗科
花朵具有放射對稱結構且常為單性,1,,,UNMAPPED,木通科
花朵具有濃郁的香味,1,,,UNMAPPED,日本山茶
花朵具有獨特的光澤,1,,,UNMAPPED,金絲梅
花朵可見紅或白色雄蕊被毛,1,,,UNMAPPED,小木通
花朵呈叢生狀,1,leaf_arrangement,basal,contains:叢生,清水山小檗
花朵呈放射對稱結構並有苞片和萼片,1,,,UNMAPPED,茶科
花朵呈暗紫色平展開放,1,,,UNMAPPED,田代氏鐵線蓮
花朵呈淡紫色至白色雙唇狀,1,,,UNMAPPED,短柄半邊蓮
花朵呈灰藍色或紫色先端反捲,1,,,UNMAPPED,高山鐵線蓮
花朵呈珊瑚狀顏色鮮豔,1,,,UNMAPPED,珊瑚藤
花朵呈現放射狀或左右對稱結構,1,,,UNMAPPED,毛茛科
花朵呈粉紅色聚繖狀圓錐花序,1,,,UNMAPPED,土人參屬
花朵呈綠白色繖形花序,1,inflorescence,umbel,rule:infl,毛天胡荽
花朵呈總狀花序,1,,,UNMAPPED,齒葉筷子芥
花朵呈總狀花序排列,1,,,UNMAPPED,百蕊草
花朵呈繖房或圓錐花序排列,1,inflorescence,corymb,rule:infl,蓮葉桐科
花朵呈聚繖花序,1,,,UNMAPPED,毛茛
花朵呈藍色,1,,,UNMAPPED,藍睡蓮
花朵呈複繖形頭狀排列無花盤,1,,,UNMAPPED,千金藤
花朵呈輻射對稱的兩性花朵,1,,,UNMAPPED,番杏科
花朵呈鐘形金黃色,1,,,UNMAPPED,銹毛鐵線蓮
花朵品系豐富,1,,,UNMAPPED,新幾內亞鳳仙
花朵單性常異株,1,,,UNMAPPED,柃木屬
花朵單生或形成總狀或聚繖狀花序,1,inflorescence,solitary,rule:infl,馬齒莧科
花朵單生於地面附近顏色為紫色或褐色,1,,,UNMAPPED,港口馬兜鈴
花朵單生於水面,1,,,UNMAPPED,蓮科
花朵單生於葉腋呈白色或淡粉紅色,1,,,UNMAPPED,柳葉山茶
花朵單生於葉腋顏色為白色或淡粉紅色,1,,,UNMAPPED,尾葉山茶
花朵外形類似蝴蝶,1,,,UNMAPPED,六倍利
花朵密集,1,,,UNMAPPED,密花黃蓳
花朵小巧且無花被,1,,,UNMAPPED,三白草科
花朵小巧且顏色鮮豔,1,,,UNMAPPED,地耳草
花朵小巧而密集白色或淡粉紅色,1,,,UNMAPPED,日本焊菜
花朵小而密集呈總狀花序,1,,,UNMAPPED,葉芽筷子芥
花朵帶有黃色或淡綠色,1,,,UNMAPPED,細葉金絲桃
花朵常為兩性可以單生或形成總狀或繖房花序,1,inflorescence,corymb,rule:infl,山柑科
花朵形狀如弔燈/小型燈籠,1,,,UNMAPPED,吊鐘花
花朵放射狀對稱,1,,,UNMAPPED,茅膏菜科
花朵極小且單生於葉腋,1,,,UNMAPPED,小葉胡麻草(微果草)
花朵淡紅色,1,,,UNMAPPED,小毛氈苔
花朵淡紅色極小且無或近無梗,1,,,UNMAPPED,柏格草
花朵淡紫色叢生於葉腋,1,leaf_arrangement,basal,contains:叢生,大安水蓑衣
花朵漸變色調,1,,,UNMAPPED,蒜香藤
花朵為漏斗形顏色多樣,1,,,UNMAPPED,馬鞍藤
花朵為白色,1,,,UNMAPPED,睡蓮(子午蓮)
花朵為紫色,1,,,UNMAPPED,蓴屬
花朵為黃色,1,,,UNMAPPED,絲葉狸藻(疣狸藻、球狸藻)
花朵狀似日日春,1,,,UNMAPPED,非洲鳳仙花
花朵玫瑰紫色長12-18毫米,1,,,UNMAPPED,刻葉紫蓳
花朵白色,1,,,UNMAPPED,焊菜
花朵白色單朵腋生具長花梗,1,,,UNMAPPED,陌子菜
花朵白色帶有清新的香味,1,,,UNMAPPED,阿里山薺
花朵白色或淡粉紅色,1,,,UNMAPPED,高山無心菜
花朵白色或淡黃色,1,,,UNMAPPED,細枝柃木
花朵白色至淡粉紅色,1,,,UNMAPPED,能高山茶
花朵白色萼片數量為四個,1,,,UNMAPPED,麥氏鐵線蓮
花朵碩大豔麗通常為紅色或橙色,1,,,UNMAPPED,鬼罌粟
花朵稀疏開放,1,,,UNMAPPED,疏花黃蓳
花朵簇生於葉腋下垂,1,,,UNMAPPED,苦檻藍
花朵簇生於葉腋處,1,,,UNMAPPED,假海馬齒
花朵紫紅色單生,1,,,UNMAPPED,水竹葉
花朵紫紅色萼筒具稜且6裂表面覆蓋紫色腺毛,1,,,UNMAPPED,克非亞草
花朵組成繖房或圓錐花序,1,inflorescence,corymb,rule:infl,蓮葉桐科
花朵結構獨特,1,,,UNMAPPED,台灣奴草
花朵緊貼地面開放,1,,,UNMAPPED,大葉馬兜鈴
花朵腋生且帶有多數小苞片,1,,,UNMAPPED,烏皮茶屬
花朵芳香,1,,,UNMAPPED,青皮木
花朵萼片數量多,1,,,UNMAPPED,睡蓮科
花朵萼片數量多樣花瓣數量不固定,1,,,UNMAPPED,睡蓮科
花朵著於枝端葉腋單生,1,,,UNMAPPED,姬草海桐
花朵藍紫色基部黃色,1,,,UNMAPPED,鳶尾葉庭菖蒲
花朵覆蓋毛狀體,1,,,UNMAPPED,毛花山柑
花朵豔麗通常為粉紅色或白色,1,,,UNMAPPED,蓮(荷)
花朵通常為淡紫色或白色,1,,,UNMAPPED,刻葉紫蓳
花朵通常為淡紫色至紫紅色,1,,,UNMAPPED,伏莖紫蓳
花朵通常為淡黃色或白色,1,,,UNMAPPED,元寶草
花朵通常為白色,1,,,UNMAPPED,山柑屬
花朵通常為白色至淡粉紅色單生於葉腋或頂生,1,,,UNMAPPED,阿里山茶
花朵通常為黃綠色或白色,1,,,UNMAPPED,台灣萍蓬草
花朵通常為黃色或淡黃綠色,1,,,UNMAPPED,長葉小檗
花朵鑲嵌於膨大的花托中,1,,,UNMAPPED,蓮科
花朵頂生圓錐花序無花瓣,1,,,UNMAPPED,博落迴屬
花朵顏色多樣,1,,,UNMAPPED,小花黃蓳
花朵顏色多樣紅色粉色或白色,1,,,UNMAPPED,日本山茶
花朵顏色淡雅,1,,,UNMAPPED,串鼻龍
花朵顏色淡雅淡黃色或白色,1,,,UNMAPPED,黃蓳
花朵顏色為玫瑰色至藍紫色,1,,,UNMAPPED,伏莖紫蓳
花朵顏色鮮豔通常為紫色或粉紅色,1,,,UNMAPPED,伏莖紫蓳
花朵顏色：白色,1,,,UNMAPPED,睡蓮 (子午蓮)
花柱三裂,1,,,UNMAPPED,銳葉柃木
花柱呈鳥嘴狀,1,,,UNMAPPED,山芥屬
花柱基與瘦果間的縊縮情況,1,,,UNMAPPED,荸薺屬
花柱壓扁狀膜質呈撕裂狀,1,,,UNMAPPED,水蔥
花柱數量為三,1,,,UNMAPPED,小毛氈苔
花柱橫截面三角形不呈撕裂狀,1,,,UNMAPPED,臺北飄拂草
花柱為五個,1,,,UNMAPPED,金錢草
花柱膜質邊緣撕裂狀,1,,,UNMAPPED,彭佳嶼飄拂草
花柱被毛,1,,,UNMAPPED,埔里杜鵑
花梗下垂,1,,,UNMAPPED,吊鐘花
花梗極長遠超過正下方葉片,1,,,UNMAPPED,擬櫻草
花梗細長花朵呈盤狀排列,1,,,UNMAPPED,長梗盤花麻
花梗與鄰近葉約略等長稍長或稍短,1,,,UNMAPPED,泥花草
花海種植,1,,,UNMAPPED,大波斯菊
花淡紫色簇生於葉腋,1,,,UNMAPPED,大安水蓑衣 (毛萼水蓑衣)
花瀑布狀開花,1,,,UNMAPPED,螃蟹蘭
花為球花狀雄球花具有特殊的花粉囊結構,1,,,UNMAPPED,羅漢松科
花為球花狀雄花小孢子葉上有2個花粉囊,1,,,UNMAPPED,松科
花為黃綠色細小單性花雌雄同株,1,,,UNMAPPED,假葉下珠
花無花瓣,1,,,UNMAPPED,水莧菜
花瓣不明顯或極小白色,1,,,UNMAPPED,濱芥屬
花瓣中央有色斑,1,,,UNMAPPED,平戶杜鵑
花瓣內外輪不相似,1,,,UNMAPPED,罌粟科
花瓣全緣白色至乳黃色,1,leaf_margin,entire,rule:margin,石竹科
花瓣具柄,1,,,UNMAPPED,大花田青
花瓣分外輪和內輪兩層且形態不同,1,,,UNMAPPED,罌粟科
花瓣分裂明顯,1,,,UNMAPPED,黃帝菊
花瓣數量是萼片數的兩倍,1,,,UNMAPPED,薊罌粟屬
花瓣斑紋,1,,,UNMAPPED,蝴蝶花
花瓣末端凹入部分品種,1,,,UNMAPPED,報春花
花瓣末端反卷,1,,,UNMAPPED,麵線菊
花瓣末端粉紅色,1,,,UNMAPPED,三蕊溝繁縷
花瓣白色匙形反捲,1,,,UNMAPPED,圓葉澤瀉
花瓣皺褶狀紋路及細微毛茸,1,,,UNMAPPED,虞美人
花瓣粉紅至紅色,1,,,UNMAPPED,櫻蓼
花瓣細裂為絲狀,1,,,UNMAPPED,水筆仔
花瓣細長不顯眼有白色或紅色的變異,1,,,UNMAPPED,無尾水篩(瘤果簀藻)
花瓣缺如,1,,,UNMAPPED,小葶藶
花瓣與萼片數量相似,1,,,UNMAPPED,小檗科
花瓣與雄蕊成熟時是否留存草本留存灌木脫落,1,,,UNMAPPED,金絲桃屬
花瓣與雄蕊相連合生,1,,,UNMAPPED,山茶花
花瓣通常有4-5個,1,,,UNMAPPED,毛茛科
花瓣闊倒卵形先端截形或鈍,1,,,UNMAPPED,台灣水龍
花瓣闊橢圓形內凹,1,,,UNMAPPED,蓮 (荷)
花瓣顏色多樣帶有深色脈紋,1,,,UNMAPPED,萊服屬
花瓣顏色多樣白粉紅色至玫瑰色,1,,,UNMAPPED,碎米薺屬
花瓣顏色多樣白色至深紫色,1,,,UNMAPPED,筷子芥屬
花瓣顏色多為淡黃至硫黃色,1,,,UNMAPPED,葶藶屬
花瓣黃色,1,,,UNMAPPED,山芥屬
花瓣黃色下半部帶紫紅色,1,,,UNMAPPED,黃花庭菖蒲
花瓣黃色中心為暗紫色,1,,,UNMAPPED,黃槿
花瓣黃色倒卵形,1,,,UNMAPPED,假柳葉菜(丁香蓼)
花瓣黃色偶爾白色,1,,,UNMAPPED,抪娘蒿
花瓣黃色橢圓形長1-3毫米,1,,,UNMAPPED,小花水丁香
花白色,1,,,UNMAPPED,山素英
花白色呈複繖形花序,1,inflorescence,umbel,rule:infl,水芹菜
花白色基部黃色上唇具粉紅斑下唇三裂,1,,,UNMAPPED,桃園石龍尾
花白色外面被毛,1,,,UNMAPPED,小獅子草(多子水蓑衣)
花白色或淡粉紅色單生於葉腋,1,,,UNMAPPED,恒春山茶
花白色花被片萼片5個,1,,,UNMAPPED,長梗滿天星
花盤狀花序,1,,,UNMAPPED,烏松仔
花穗狀花序,1,,,UNMAPPED,粉萼鼠尾草
花筒向外挺伸,1,,,UNMAPPED,西洋水仙
花筒白色長3公分裂片有紅暈,1,,,UNMAPPED,苦藍盤
花管呈U形彎曲,1,,,UNMAPPED,瓜葉馬兜鈴
花管彎成U形,1,,,UNMAPPED,蜂窩馬兜鈴
花管彎曲呈U形,1,,,UNMAPPED,異葉馬兜鈴
花簇生,1,,,UNMAPPED,尖葉柃木
花簇生於葉腋,1,,,UNMAPPED,紅脣花
花紋斑駁金色織網狀大理石樣,1,,,UNMAPPED,金葉擬美花
花紋種子,1,,,UNMAPPED,廣東油桐
花絲於芽中反捲,1,,,UNMAPPED,構樹屬
花絲細長紅紫色,1,,,UNMAPPED,苦藍盤
花絲長於子房,1,,,UNMAPPED,臺灣金絲桃
花總狀花序,1,,,UNMAPPED,海雀稗
花脣形花,1,,,UNMAPPED,貓鬚草
花腋生且帶有多數小苞片,1,,,UNMAPPED,烏皮茶屬
花腋生或頂生於莖端成短穗狀花序,1,,,UNMAPPED,台灣濱藜
花腋生杯狀,1,,,UNMAPPED,大頭茶
花與果均有梗,1,,,UNMAPPED,短柄花溝繁縷
花色多樣,1,,,UNMAPPED,矮牽牛
花色多樣具有觀賞價值,1,,,UNMAPPED,馬齒莧
花色淡紫紅色,1,,,UNMAPPED,海馬齒
花色清麗,1,,,UNMAPPED,廣東葶藶
花色漸變白色->粉紅色->紅色,1,,,UNMAPPED,使君子
花色灰白帶紫色表面覆蓋細小毛,1,,,UNMAPPED,柳葉水蓑衣
花色灰藍色,1,,,UNMAPPED,藍睡蓮
花色為藍色或紫色,1,,,UNMAPPED,無柄花石龍尾
花色藍或灰紫紅色,1,,,UNMAPPED,美洲母草
花色變異白色→黃色,1,,,UNMAPPED,金銀花
花色鮮豔紫色紅色或白色,1,,,UNMAPPED,球果紫蓳屬
花色鮮豔黃色或紅色,1,,,UNMAPPED,馬齒莧
花色：白色,1,,,UNMAPPED,茅膏菜
花苞似麥穗,1,,,UNMAPPED,天鵝絨
花苞片先端延伸成細芒,1,,,UNMAPPED,雲林莞草
花苞直立,1,,,UNMAPPED,薊罌粟屬
花苞蟬蛹狀,1,,,UNMAPPED,紅蟬
花莖抽出,1,,,UNMAPPED,玉簪花
花莖直立竄出,1,,,UNMAPPED,金花石蒜
花萼五裂裂片不等大,1,,,UNMAPPED,過長沙(百克爬草、小對葉)
花萼五裂裂片狹長,1,,,UNMAPPED,紫蘇草
花萼披針形/反捲,1,,,UNMAPPED,吊鐘花
花萼深裂五瓣,1,,,UNMAPPED,陌子菜
花萼深裂花冠2唇形鐘狀,1,,,UNMAPPED,毛澤番椒
花萼深裂：深5裂至2/3部位,1,,,UNMAPPED,虻眼草
花萼筒內面有突起之網紋,1,,,UNMAPPED,下花細辛
花萼筒與萼片間無附屬物花柱離生且前端凹陷,1,,,UNMAPPED,大花細辛
花萼紫色且內面具曲柔毛,1,,,UNMAPPED,異葉石龍尾
花萼肉質可食,1,leaf_texture,succulent,rule:texture,早苗蓼
花萼裂片形狀與大小：闊披針形長3-4毫米,1,,,UNMAPPED,小莕菜
花萼觀賞價值,1,,,UNMAPPED,螃蟹蘭
花萼變型,1,,,UNMAPPED,白頭翁
花蕊伸出花冠開花,1,,,UNMAPPED,燈籠花
花蕊退化,1,,,UNMAPPED,繡球花
花蕊隱藏,1,,,UNMAPPED,日日春
花蕾蟬蛹狀,1,,,UNMAPPED,軟枝黃蟬
花藥和柱頭呈現線條狀適應水生授粉,1,,,UNMAPPED,卵葉鹽藻
花藥縱裂開口,1,,,UNMAPPED,蓼科
花藥膈前端明顯突出,1,,,UNMAPPED,石月
花藥膈前端明顯突起,1,,,UNMAPPED,紫花野木瓜
花藥黑色,1,,,UNMAPPED,陌子菜
花被外輪中央略隆起,1,,,UNMAPPED,落葵薯屬
花被漏斗狀且帶有腺體,1,,,UNMAPPED,黃細心屬
花被片中央具黃色斑點,1,,,UNMAPPED,布袋蓮 (鳳眼蓮、浮水蓮花)
花被片基部略合生,1,,,UNMAPPED,假海馬齒屬
花被片基部癒合,1,,,UNMAPPED,金魚藻科
花被片基部與花絲合生成筒,1,,,UNMAPPED,番杏科
花被片外表面光滑而內表面被毛,1,,,UNMAPPED,假長葉楠
花被片粉紅色基部略合生,1,,,UNMAPPED,假海馬齒屬
花被片肉質合生,1,leaf_texture,succulent,rule:texture,大花草科
花被粉紅色雄蕊花藥粉紅,1,,,UNMAPPED,假海馬齒
花被肉質,1,leaf_texture,succulent,rule:texture,檀香科
花被肉質雄蕊與花被裂片同數,1,leaf_texture,succulent,rule:texture,檀香科
花被驟縮成漏斗狀並帶有腺體,1,,,UNMAPPED,黃細心屬
花謝變色,1,,,UNMAPPED,梔子花
花軸密生鐵銹色星狀絨毛,1,,,UNMAPPED,闊葉獼猴桃
花長加上花梗長的總長度短於正下方的葉片,1,,,UNMAPPED,美洲母草
花開不全,1,,,UNMAPPED,含笑
芳香樹脂,1,,,UNMAPPED,巴西胡椒木
芳香的花朵,1,,,UNMAPPED,蘭嶼胡桐
芹菜狀葉片,1,,,UNMAPPED,陸蓮花
苞片內藏小花,1,,,UNMAPPED,薑荷花
苞片包覆的花,1,,,UNMAPPED,翠玲瓏
苞片色彩多樣,1,,,UNMAPPED,擎天鳳梨
苞片菱狀倒披針形至扇形有缺刻,1,,,UNMAPPED,刻葉紫蓳
苞片菱狀卵形全緣,1,leaf_margin,entire,rule:margin,伏莖紫蓳
苞葉與葉相似且略大從苞葉正下方生出新芽,1,special_features,bract_red,rule:special,日本扁萼蘚
苞鱗反捲,1,,,UNMAPPED,威氏帝杉
苞鱗與珠鱗完全合生,1,,,UNMAPPED,柏科
苦茶油,1,,,UNMAPPED,短柱山茶
茉莉花香氣,1,,,UNMAPPED,毛茉莉
茶樹植物,1,,,UNMAPPED,恒春山茶
茶褐色果皮,1,,,UNMAPPED,山龍眼
茶褐色毛茸,1,,,UNMAPPED,褐毛柳
茶褐色短絨毛,1,,,UNMAPPED,玉山黃肉楠
茶褐色短絨毛葉背,1,,,UNMAPPED,玉山木薑子
茸毛,1,,,UNMAPPED,威氏鐵富豆
草本植物形態,1,,,UNMAPPED,羊蹄
草本種類的葉基多心形且抱莖葉上多具黑色腺體花瓣與雄蕊當果實成熟時仍留存種子兩端無突起附屬物,1,,,UNMAPPED,金絲桃屬
草質嫩枝,1,,,UNMAPPED,草海桐
草質嫩莖,1,,,UNMAPPED,大花日日櫻
草酸鈣,1,,,UNMAPPED,姑婆芋
草酸鈣汁液,1,,,UNMAPPED,黛粉葉
草香,1,,,UNMAPPED,紫芳草
莖三角形單生,1,,,UNMAPPED,雲林莞草
莖上半部直立葉片依生長環境呈現不同形態,1,,,UNMAPPED,擬紫蘇草
莖上方不分枝頂生雌器,1,,,UNMAPPED,布氏燭苔蘚
莖上的插生線在龍骨基層之下方向下彎佔莖寬一半或全部,1,,,UNMAPPED,尖瓣光萼蘚
莖不規則羽狀分枝且含葉寬09～12mm,1,,,UNMAPPED,日本細鱗蘚
莖中空,1,,,UNMAPPED,琉璃苣
莖中空表面有稜脊,1,,,UNMAPPED,水芹菜
莖二叉分枝鞭枝多且長可達8公分,1,,,UNMAPPED,厚角鞭蘚
莖二叉分枝鞭枝多數,1,,,UNMAPPED,厚角鞭蘚Bazzania
莖伏臥地上並覆蓋著密生的微粗毛,1,,,UNMAPPED,微粗毛樓梯草
莖側扁具2狹翼,1,,,UNMAPPED,錢蒲
莖光滑且具縱溝紋,1,,,UNMAPPED,扁蓄
莖光滑具稜,1,,,UNMAPPED,扁蓄
莖光滑節基部具短倒鉤刺,1,,,UNMAPPED,長箭葉蓼(長葉梨避)
莖光滑至稍具毛高約80公分,1,,,UNMAPPED,柳葉水蓑衣
莖具3-56稜並有膜質的翼狀突起,1,,,UNMAPPED,翼莖水芹菜
莖具倒鉤刺及疏柔毛,1,,,UNMAPPED,刺蓼
莖具分枝帶有條紋且光滑,1,,,UNMAPPED,水芹菜
莖具刺狀結構,1,,,UNMAPPED,刺軸含羞木
莖具明顯稜溝,1,,,UNMAPPED,多溝樓梯草
莖具有多數灰白色假根部分呈紫色,1,,,UNMAPPED,擬圓葉蘚
莖具有濃密的2～3回羽狀分枝扇狀,1,,,UNMAPPED,羽枝片葉蘚
莖具有規則的羽狀分枝倒伏生長,1,,,UNMAPPED,皺萼蘚
莖具疏分枝,1,,,UNMAPPED,聚藻(羽毛草、狐尾藻)
莖具稜且疏鬆至中度被倒鉤刺,1,,,UNMAPPED,細葉雀翹
莖具稜並被倒鉤刺,1,,,UNMAPPED,箭葉蓼
莖具稜帶有倒鉤刺,1,,,UNMAPPED,戟葉蓼
莖具稜狀突出,1,,,UNMAPPED,細葉零餘子(澤芹)
莖具稜被倒鉤刺,1,,,UNMAPPED,水紅骨蛇
莖具稜近節處被倒鉤刺,1,,,UNMAPPED,長箭葉蓼 (長葉梨避)
莖具粗短毛節部膨大,1,,,UNMAPPED,毛蓼
莖具縱溝且沿溝緣有反捲毛,1,,,UNMAPPED,裂葉樓梯草
莖分枝且呈現紅色或綠色,1,,,UNMAPPED,海馬齒
莖匍匐且帶有透明假根,1,,,UNMAPPED,堀川裂蘚
莖匍匐並具絨毛特徵,1,,,UNMAPPED,絨莖樓梯草
莖匍匐分枝不規則,1,,,UNMAPPED,堀川裂蘚
莖匍匐前端直立,1,,,UNMAPPED,過長沙(百克爬草、小對葉)
莖匍匐地面,1,,,UNMAPPED,光葉粟米草
莖匍匐有毛或光滑,1,,,UNMAPPED,風藤
莖匍匐狀生長,1,,,UNMAPPED,蕺菜
莖匍匐生長容易繁殖,1,,,UNMAPPED,馬齒莧
莖匍匐羽狀分枝,1,,,UNMAPPED,日本扁萼蘚
莖叢生密生長柔毛,1,leaf_arrangement,basal,contains:叢生,柔毛樓梯草
莖只有少數二叉分枝,1,,,UNMAPPED,雙齒鞭蘚
莖只有少數二叉分枝假根稀少,1,,,UNMAPPED,雙齒鞭蘚Bazzania
莖可達7公分長,1,,,UNMAPPED,分瓣合葉蘚
莖可達7公分長呈現灰綠色至黃綠色,1,,,UNMAPPED,四齒異萼蘚
莖含葉呈現叉狀分枝且漸細末梢略呈扇形,1,,,UNMAPPED,小樹羽蘚
莖含葉寬約15mm,1,,,UNMAPPED,美姿羽蘚
莖含葉寬約22～23mm,1,,,UNMAPPED,服部羽蘚
莖含葉寬約23～35mm叉狀分枝,1,,,UNMAPPED,複枝羽蘚
莖含葉寬約25mm植株長度超過2cm,1,,,UNMAPPED,德拉瓦羽蘚
莖含葉寬約2～25mm,1,,,UNMAPPED,王氏羽蘚
莖呈3-4稜狀高度僅3-10公分,1,,,UNMAPPED,小畦畔飄拂草
莖呈3稜形且被毛,1,,,UNMAPPED,毛三稜
莖呈不規則羽狀至二回羽狀分枝,1,,,UNMAPPED,毛耳葉蘚爪哇亞種
莖呈匍匐狀生長,1,,,UNMAPPED,細齒水蛇麻
莖呈匍匐狀生長易於蔓延,1,,,UNMAPPED,光葉粟米草
莖呈匍匐狀蔓延,1,,,UNMAPPED,四瓣馬齒莧
莖呈四稜狀,1,,,UNMAPPED,水虱草
莖呈密二回羽狀分枝,1,,,UNMAPPED,鋸片耳葉蘚
莖呈斜上二叉分枝並有假根分布於莖下部,1,,,UNMAPPED,卵葉羽蘚
莖呈方形,1,,,UNMAPPED,台灣苧麻
莖呈柔軟的絲狀或草狀,1,,,UNMAPPED,金魚藻屬
莖呈現羽狀分枝長度約15至40公釐,1,,,UNMAPPED,硬指葉蘚
莖呈疏羽狀至二回羽狀分枝,1,,,UNMAPPED,捲莖耳葉
莖呈紅棕色直立,1,,,UNMAPPED,絲瓜苔
莖呈紅色且密生毛,1,,,UNMAPPED,紅莖椒草
莖呈肉質狀具有儲水功能,1,leaf_texture,succulent,rule:texture,小椒草
莖呈規則羽狀分枝,1,,,UNMAPPED,列胞耳葉蘚
莖呈規則羽狀或二回羽狀分枝,1,,,UNMAPPED,尖瓣光萼蘚
莖和葉片均覆蓋濃密的絨毛,1,,,UNMAPPED,華南苧麻
莖和葉片密被毛,1,,,UNMAPPED,禺毛茛
莖和葉片密被銹色或金黃色柔毛,1,,,UNMAPPED,銹毛鐵線蓮
莖單一不分枝高約3-5毫米,1,,,UNMAPPED,長蒴苔
莖四方形節間膨大並有密毛,1,,,UNMAPPED,大安水蓑衣
莖四稜且疏被倒刺,1,,,UNMAPPED,小葉四葉葎
莖固著有疏生分枝且假根成束強分枝,1,,,UNMAPPED,葉生薄鱗蘚
莖圓柱狀,1,,,UNMAPPED,元寶草
莖圓柱狀且具小黑點,1,,,UNMAPPED,星宿菜
莖圓柱狀直立或斜向上生長,1,,,UNMAPPED,紫蘇草
莖基略呈木質化具「之」字形彎曲,1,,,UNMAPPED,闊葉樓梯草
莖基略木質化呈「之」字形彎曲,1,,,UNMAPPED,溪澗樓梯草
莖基略為木質化,1,,,UNMAPPED,珠芽桑葉麻
莖基部木質化,1,,,UNMAPPED,翼莖闊苞菊
莖基部節明顯膨大且密佈倒生毛,1,,,UNMAPPED,李氏禾
莖多分枝且具有細小的鞭枝,1,,,UNMAPPED,假肋鞭蘚Bazzania
莖多分枝具有細小的鞭狀分支,1,,,UNMAPPED,假肋鞭蘚
莖多分枝節膨大且近基部常具紅圈,1,,,UNMAPPED,水蓼
莖多綠色或帶紅色光滑具縱溝紋,1,,,UNMAPPED,節花路蓼(假扁蓄)
莖密二回羽狀分枝,1,,,UNMAPPED,雲南耳葉蘚
莖密生絨毛漸變無毛,1,,,UNMAPPED,畢祿山苧麻
莖密被毛,1,,,UNMAPPED,串鼻龍
莖密被毛有時光滑,1,,,UNMAPPED,厚葉鐵線蓮
莖密集樹狀分枝鞭枝從枝的基部垂下,1,,,UNMAPPED,樹狀羽蘚
莖寬度為莖之6倍,1,,,UNMAPPED,五指角鱗蘚
莖常不規則分枝且多鞭枝,1,,,UNMAPPED,東亞鞭蘚Bazzania
莖常不規則分枝且多鞭枝狀分支,1,,,UNMAPPED,東亞鞭蘚
莖平臥,1,,,UNMAPPED,尾萼豆
莖平臥蔓生頂端有直立分枝,1,,,UNMAPPED,半邊蓮
莖幹光滑無毛,1,,,UNMAPPED,草珊瑚
莖幹具明顯的節點和縱向線條或瘤狀突起,1,,,UNMAPPED,草珊瑚
莖幹具有腺體或毛狀結構觸感特殊,1,,,UNMAPPED,桑葉麻
莖幹帶有溝紋和毛,1,,,UNMAPPED,台灣胡椒
莖幹規則羽狀分枝,1,,,UNMAPPED,密瓣耳葉蘚
莖彎曲橫切呈平─凸形,1,,,UNMAPPED,革氏大萼蘚Cephalozia
